DRUG,EXCIPIENT,SOURCE,PROBABILITY
Triclosan,Glycocholic_acid,GRAS_IIG,0.39
Zolpidem,SODIUM_DESOXYCHOLATE,GRAS_IIG,0.39
Atovaquone,Ciclesonide,APPROVED_DRUGBANK,0.388
Avobenzone,Candesartan,APPROVED_DRUGBANK,0.388
Azelnidipine,Candesartan,APPROVED_DRUGBANK,0.388
Bisacodyl,Vitamin_A_palmitate,GRAS_IIG,0.388
Buspirone,Vitamin_A_palmitate,GRAS_IIG,0.388
Calcidiol,Azilsartan medoxomil,APPROVED_DRUGBANK,0.388
Calcitriol,SODIUM_DESOXYCHOLATE,GRAS_IIG,0.388
Calcium carbimide,Azilsartan medoxomil,APPROVED_DRUGBANK,0.388
Cefoxitin,Candesartan,APPROVED_DRUGBANK,0.388
Cholic Acid,Indomethacin,APPROVED_DRUGBANK,0.388
Cilostazol,Indomethacin,APPROVED_DRUGBANK,0.388
Deferasirox,Candesartan,APPROVED_DRUGBANK,0.388
Diatrizoate,Glycocholic_acid,GRAS_IIG,0.388
Dicloxacillin,Candesartan,APPROVED_DRUGBANK,0.388
Dienestrol,Vitamin_A_acetate,GRAS_IIG,0.388
Digitoxin,Candesartan,APPROVED_DRUGBANK,0.388
Dihomo-gamma-linolenic acid,SODIUM_DESOXYCHOLATE,GRAS_IIG,0.388
Disulfiram,Vitamin_A_acetate,GRAS_IIG,0.388
Dobutamine,Glycocholic_acid,GRAS_IIG,0.388
Elbasvir,Candesartan,APPROVED_DRUGBANK,0.388
Estrone,Carotene_(beta-carotene),GRAS_IIG,0.388
Folic Acid,Candesartan,APPROVED_DRUGBANK,0.388
Iloprost,SODIUM_DESOXYCHOLATE,GRAS_IIG,0.388
Indinavir,Vitamin_A_palmitate,GRAS_IIG,0.388
Ivacaftor,Candesartan,APPROVED_DRUGBANK,0.388
Levallorphan,Indomethacin,APPROVED_DRUGBANK,0.388
Liotrix,Candesartan,APPROVED_DRUGBANK,0.388
Lorazepam,Candesartan,APPROVED_DRUGBANK,0.388
Loxapine,Vitamin_A_palmitate,GRAS_IIG,0.388
Magnesium Trisilicate,SODIUM_DESOXYCHOLATE,GRAS_IIG,0.388
Mestranol,Candesartan,APPROVED_DRUGBANK,0.388
Methylscopolamine bromide,Vitamin_A_palmitate,GRAS_IIG,0.388
Metrizoic acid,Glycocholic_acid,GRAS_IIG,0.388
Mezlocillin,Candesartan,APPROVED_DRUGBANK,0.388
Nabilone,Candesartan,APPROVED_DRUGBANK,0.388
Nandrolone decanoate,Glycocholic_acid,GRAS_IIG,0.388
Nelfinavir,ANTIPYRINE,GRAS_IIG,0.388
Nelfinavir,Antipyrine,APPROVED_DRUGBANK,0.388
Nelfinavir,Folic Acid,APPROVED_DRUGBANK,0.388
Nelfinavir,Nilutamide,APPROVED_DRUGBANK,0.388
Nelfinavir,Ombitasvir,APPROVED_DRUGBANK,0.388
Nelfinavir,Phenylpropanolamine,APPROVED_DRUGBANK,0.388
Nelfinavir,Sulfamethazine,APPROVED_DRUGBANK,0.388
Nelfinavir,Sulfamethoxazole,APPROVED_DRUGBANK,0.388
Nelfinavir,Temozolomide,APPROVED_DRUGBANK,0.388
Potassium Chloride,Azilsartan medoxomil,APPROVED_DRUGBANK,0.388
Rolitetracycline,Indomethacin,APPROVED_DRUGBANK,0.388
Roxithromycin,Indomethacin,APPROVED_DRUGBANK,0.388
S-Adenosylmethionine,Vitamin_A_palmitate,GRAS_IIG,0.388
Scopolamine butylbromide,Candesartan,APPROVED_DRUGBANK,0.388
Sildenafil,Candesartan,APPROVED_DRUGBANK,0.388
Sildenafil,Indomethacin,APPROVED_DRUGBANK,0.388
Sodium Chloride,Azilsartan medoxomil,APPROVED_DRUGBANK,0.388
Sodium acetate,Vitamin_A_acetate,GRAS_IIG,0.388
Spironolactone,Indomethacin,APPROVED_DRUGBANK,0.388
Tafluprost,Candesartan,APPROVED_DRUGBANK,0.388
Tafluprost,Vitamin_A_palmitate,GRAS_IIG,0.388
Tasosartan,Indomethacin,APPROVED_DRUGBANK,0.388
Tasosartan,Vitamin_A_palmitate,GRAS_IIG,0.388
Technetium Tc-99m sestamibi,Azilsartan medoxomil,APPROVED_DRUGBANK,0.388
Tigecycline,Vitamin_A_palmitate,GRAS_IIG,0.388
Viomycin,Vitamin_A_palmitate,GRAS_IIG,0.388
Aluminum hydroxide,Azilsartan medoxomil,APPROVED_DRUGBANK,0.386
Alverine,Candesartan,APPROVED_DRUGBANK,0.386
Ammonia N-13,Azilsartan medoxomil,APPROVED_DRUGBANK,0.386
Barnidipine,Candesartan,APPROVED_DRUGBANK,0.386
Calcidiol,Glycocholic_acid,GRAS_IIG,0.386
Calcipotriol,SODIUM_DESOXYCHOLATE,GRAS_IIG,0.386
Calcium Acetate,Vitamin_A_acetate,GRAS_IIG,0.386
Cefalotin,Indomethacin,APPROVED_DRUGBANK,0.386
Cefoxitin,Vitamin_A_palmitate,GRAS_IIG,0.386
Ciclesonide,Candesartan,APPROVED_DRUGBANK,0.386
Clobazam,Glycocholic_acid,GRAS_IIG,0.386
Clotrimazole,SODIUM_DESOXYCHOLATE,GRAS_IIG,0.386
Copper,Azilsartan medoxomil,APPROVED_DRUGBANK,0.386
Danazol,Indomethacin,APPROVED_DRUGBANK,0.386
Demexiptiline,Vitamin_A_palmitate,GRAS_IIG,0.386
Doxercalciferol,SODIUM_DESOXYCHOLATE,GRAS_IIG,0.386
Eletriptan,Indomethacin,APPROVED_DRUGBANK,0.386
Enoxaparin,Vitamin_A_palmitate,GRAS_IIG,0.386
Equilin,Carotene_(beta-carotene),GRAS_IIG,0.386
Ergocalciferol,Glycocholic_acid,GRAS_IIG,0.386
Etoricoxib,Azilsartan medoxomil,APPROVED_DRUGBANK,0.386
Hexafluronium,Azilsartan medoxomil,APPROVED_DRUGBANK,0.386
Hydroxyprogesterone caproate,Indomethacin,APPROVED_DRUGBANK,0.386
Icosapent,Glycocholic_acid,GRAS_IIG,0.386
Iopodic acid,Glycocholic_acid,GRAS_IIG,0.386
Ioversol,SODIUM_DESOXYCHOLATE,GRAS_IIG,0.386
Iron,Azilsartan medoxomil,APPROVED_DRUGBANK,0.386
Ivabradine,Candesartan,APPROVED_DRUGBANK,0.386
Lanthanum carbonate,Vitamin_A_acetate,GRAS_IIG,0.386
Leucovorin,Indomethacin,APPROVED_DRUGBANK,0.386
Lithium,Azilsartan medoxomil,APPROVED_DRUGBANK,0.386
Lodoxamide,Glycocholic_acid,GRAS_IIG,0.386
Lornoxicam,SODIUM_DESOXYCHOLATE,GRAS_IIG,0.386
Manganese,Azilsartan medoxomil,APPROVED_DRUGBANK,0.386
Midazolam,Glycocholic_acid,GRAS_IIG,0.386
Nelfinavir,Amisulpride,APPROVED_DRUGBANK,0.386
Nelfinavir,Captopril,APPROVED_DRUGBANK,0.386
Nelfinavir,Debrisoquin,APPROVED_DRUGBANK,0.386
Nelfinavir,Diazepam,APPROVED_DRUGBANK,0.386
Nelfinavir,Dofetilide,APPROVED_DRUGBANK,0.386
Nelfinavir,FD&C_YELLOW_NO._5,GRAS_IIG,0.386
Nelfinavir,Flucytosine,APPROVED_DRUGBANK,0.386
Nelfinavir,GENTISIC_ACID_ETHANOLAMINE,GRAS_IIG,0.386
Nelfinavir,Lacosamide,APPROVED_DRUGBANK,0.386
Nelfinavir,Maprotiline,APPROVED_DRUGBANK,0.386
Nelfinavir,Melatonin,APPROVED_DRUGBANK,0.386
Nelfinavir,Roxatidine acetate,APPROVED_DRUGBANK,0.386
Netilmicin,Candesartan,APPROVED_DRUGBANK,0.386
Norelgestromin,Candesartan,APPROVED_DRUGBANK,0.386
Ouabain,Indomethacin,APPROVED_DRUGBANK,0.386
Phenylbutazone,Candesartan,APPROVED_DRUGBANK,0.386
Probucol,Vitamin_A_acetate,GRAS_IIG,0.386
Promethazine,Vitamin_A_palmitate,GRAS_IIG,0.386
Propiomazine,Indomethacin,APPROVED_DRUGBANK,0.386
Sodium Iodide I-131,Azilsartan medoxomil,APPROVED_DRUGBANK,0.386
Sodium fluoride,Azilsartan medoxomil,APPROVED_DRUGBANK,0.386
Sodium stibogluconate,Vitamin_A_palmitate,GRAS_IIG,0.386
Sorafenib,Azilsartan medoxomil,APPROVED_DRUGBANK,0.386
Tenofovir alafenamide,Candesartan,APPROVED_DRUGBANK,0.386
Thallous Chloride,Azilsartan medoxomil,APPROVED_DRUGBANK,0.386
Tolnaftate,Glycocholic_acid,GRAS_IIG,0.386
Zafirlukast,Indomethacin,APPROVED_DRUGBANK,0.386
Zinc,Azilsartan medoxomil,APPROVED_DRUGBANK,0.386
Alendronic acid,Azilsartan medoxomil,APPROVED_DRUGBANK,0.384
Alprazolam,Glycocholic_acid,GRAS_IIG,0.384
Amodiaquine,Vitamin_A_palmitate,GRAS_IIG,0.384
Azlocillin,Candesartan,APPROVED_DRUGBANK,0.384
Bromodiphenhydramine,Glycocholic_acid,GRAS_IIG,0.384
Bupranolol,SODIUM_DESOXYCHOLATE,GRAS_IIG,0.384
Butoconazole,Indomethacin,APPROVED_DRUGBANK,0.384
Calcium Acetate,Azilsartan medoxomil,APPROVED_DRUGBANK,0.384
Calcium Gluceptate,Glycocholic_acid,GRAS_IIG,0.384
Calcium Gluceptate,SODIUM_DESOXYCHOLATE,GRAS_IIG,0.384
Capreomycin,Candesartan,APPROVED_DRUGBANK,0.384
Cefazolin,Candesartan,APPROVED_DRUGBANK,0.384
Cefmenoxime,Candesartan,APPROVED_DRUGBANK,0.384
Celecoxib,Glycocholic_acid,GRAS_IIG,0.384
Cetrimonium,Azilsartan medoxomil,APPROVED_DRUGBANK,0.384
Cloperastine,Candesartan,APPROVED_DRUGBANK,0.384
Dronabinol,Candesartan,APPROVED_DRUGBANK,0.384
Drospirenone,Indomethacin,APPROVED_DRUGBANK,0.384
Eprazinone,Vitamin_A_palmitate,GRAS_IIG,0.384
Etizolam,Candesartan,APPROVED_DRUGBANK,0.384
Fenoterol,Taurocholic_acid,GRAS_IIG,0.384
Flutemetamol (18F),SODIUM_DESOXYCHOLATE,GRAS_IIG,0.384
Gadoteridol,SODIUM_DESOXYCHOLATE,GRAS_IIG,0.384
Gentamicin,Vitamin_A_palmitate,GRAS_IIG,0.384
Helium,Azilsartan medoxomil,APPROVED_DRUGBANK,0.384
Hexoprenaline,Vitamin_A_acetate,GRAS_IIG,0.384
Irinotecan,Candesartan,APPROVED_DRUGBANK,0.384
Isavuconazonium,Candesartan,APPROVED_DRUGBANK,0.384
Isothipendyl,Vitamin_A_palmitate,GRAS_IIG,0.384
Magnesium Trisilicate,Glycocholic_acid,GRAS_IIG,0.384
Methylscopolamine bromide,Candesartan,APPROVED_DRUGBANK,0.384
Miltefosine,Candesartan,APPROVED_DRUGBANK,0.384
Nabilone,Glycocholic_acid,GRAS_IIG,0.384
Natamycin,Indomethacin,APPROVED_DRUGBANK,0.384
Nelfinavir,Brinzolamide,APPROVED_DRUGBANK,0.384
Nelfinavir,Donepezil,APPROVED_DRUGBANK,0.384
Nelfinavir,FD&C_RED_NO._40,GRAS_IIG,0.384
Nelfinavir,Fentanyl,APPROVED_DRUGBANK,0.384
Nelfinavir,Fesoterodine,APPROVED_DRUGBANK,0.384
Nelfinavir,Fimasartan,APPROVED_DRUGBANK,0.384
Nelfinavir,Isocarboxazid,APPROVED_DRUGBANK,0.384
Nelfinavir,Parecoxib,APPROVED_DRUGBANK,0.384
Nelfinavir,Phenindione,APPROVED_DRUGBANK,0.384
Nelfinavir,Pirenzepine,APPROVED_DRUGBANK,0.384
Nelfinavir,Promazine,APPROVED_DRUGBANK,0.384
Nelfinavir,Ramipril,APPROVED_DRUGBANK,0.384
Nelfinavir,Tiagabine,APPROVED_DRUGBANK,0.384
Nelfinavir,Trifluoperazine,APPROVED_DRUGBANK,0.384
Nelfinavir,Triflupromazine,APPROVED_DRUGBANK,0.384
Orlistat,Candesartan,APPROVED_DRUGBANK,0.384
Paricalcitol,SODIUM_DESOXYCHOLATE,GRAS_IIG,0.384
Piperacillin,Candesartan,APPROVED_DRUGBANK,0.384
Piperacillin,Indomethacin,APPROVED_DRUGBANK,0.384
Potassium Iodide,Azilsartan medoxomil,APPROVED_DRUGBANK,0.384
Rescinnamine,Candesartan,APPROVED_DRUGBANK,0.384
Rocuronium,Candesartan,APPROVED_DRUGBANK,0.384
Selexipag,Vitamin_A_palmitate,GRAS_IIG,0.384
Silver sulfadiazine,SODIUM_DESOXYCHOLATE,GRAS_IIG,0.384
Sincalide,Indomethacin,APPROVED_DRUGBANK,0.384
Sirolimus,Candesartan,APPROVED_DRUGBANK,0.384
Sodium bicarbonate,Vitamin_A_acetate,GRAS_IIG,0.384
Talniflumate,Indomethacin,APPROVED_DRUGBANK,0.384
Testosterone,SODIUM_DESOXYCHOLATE,GRAS_IIG,0.384
Testosterone,Vitamin_A_acetate,GRAS_IIG,0.384
Tolvaptan,Vitamin_A_palmitate,GRAS_IIG,0.384
Verteporfin,Indomethacin,APPROVED_DRUGBANK,0.384
Vincristine,Candesartan,APPROVED_DRUGBANK,0.384
Voglibose,SODIUM_DESOXYCHOLATE,GRAS_IIG,0.384
Xenon-133,Azilsartan medoxomil,APPROVED_DRUGBANK,0.384
Adefovir Dipivoxil,Candesartan,APPROVED_DRUGBANK,0.382
Aluminium monostearate,SODIUM_DESOXYCHOLATE,GRAS_IIG,0.382
Amiodarone,Vitamin_A_palmitate,GRAS_IIG,0.382
Anisotropine Methylbromide,Azilsartan medoxomil,APPROVED_DRUGBANK,0.382
Aprindine,Taurocholic_acid,GRAS_IIG,0.382
Barnidipine,Indomethacin,APPROVED_DRUGBANK,0.382
Benzthiazide,Candesartan,APPROVED_DRUGBANK,0.382
Benzthiazide,Glycocholic_acid,GRAS_IIG,0.382
Buspirone,Indomethacin,APPROVED_DRUGBANK,0.382
Cefmetazole,Candesartan,APPROVED_DRUGBANK,0.382
Ceforanide,Candesartan,APPROVED_DRUGBANK,0.382
Cefotetan,Candesartan,APPROVED_DRUGBANK,0.382
Cefpodoxime,Vitamin_A_palmitate,GRAS_IIG,0.382
Chromic chloride,Azilsartan medoxomil,APPROVED_DRUGBANK,0.382
Clemastine,Glycocholic_acid,GRAS_IIG,0.382
Clofedanol,SODIUM_DESOXYCHOLATE,GRAS_IIG,0.382
Clomocycline,Candesartan,APPROVED_DRUGBANK,0.382
Clopidogrel,Glycocholic_acid,GRAS_IIG,0.382
Cobimetinib,Candesartan,APPROVED_DRUGBANK,0.382
Cyclosporine,Vitamin_A_palmitate,GRAS_IIG,0.382
Dalfopristin,Candesartan,APPROVED_DRUGBANK,0.382
Dasatinib,SODIUM_DESOXYCHOLATE,GRAS_IIG,0.382
Deoxycholic Acid,Vitamin_A_acetate,GRAS_IIG,0.382
Dipotassium phosphate,Azilsartan medoxomil,APPROVED_DRUGBANK,0.382
Dipyridamole,Vitamin_A_acetate,GRAS_IIG,0.382
Disodium phosphate,Azilsartan medoxomil,APPROVED_DRUGBANK,0.382
Docosanol,Azilsartan medoxomil,APPROVED_DRUGBANK,0.382
Efavirenz,Vitamin_A_acetate,GRAS_IIG,0.382
Ergoloid mesylate,Candesartan,APPROVED_DRUGBANK,0.382
Estazolam,Vitamin_A_palmitate,GRAS_IIG,0.382
Ethopropazine,Vitamin_A_palmitate,GRAS_IIG,0.382
Ezetimibe,Candesartan,APPROVED_DRUGBANK,0.382
Fenoprofen,SODIUM_DESOXYCHOLATE,GRAS_IIG,0.382
Ferric pyrophosphate,Azilsartan medoxomil,APPROVED_DRUGBANK,0.382
Ferric pyrophosphate,SODIUM_DESOXYCHOLATE,GRAS_IIG,0.382
Fimasartan,Candesartan,APPROVED_DRUGBANK,0.382
Fosaprepitant,Indomethacin,APPROVED_DRUGBANK,0.382
Gadoteric acid,Glycocholic_acid,GRAS_IIG,0.382
Gadoxetic acid,Glycocholic_acid,GRAS_IIG,0.382
Levomethadyl Acetate,Glycocholic_acid,GRAS_IIG,0.382
Lovastatin,Candesartan,APPROVED_DRUGBANK,0.382
Methadyl Acetate,Glycocholic_acid,GRAS_IIG,0.382
Miconazole,Metoprolol,APPROVED_DRUGBANK,0.382
Nelfinavir,Acepromazine,APPROVED_DRUGBANK,0.382
Nelfinavir,Carboplatin,APPROVED_DRUGBANK,0.382
Nelfinavir,Halazepam,APPROVED_DRUGBANK,0.382
Nelfinavir,Hexobarbital,APPROVED_DRUGBANK,0.382
Nelfinavir,INDIGOTINE_P,GRAS_IIG,0.382
Nelfinavir,Levetiracetam,APPROVED_DRUGBANK,0.382
Nelfinavir,Physostigmine,APPROVED_DRUGBANK,0.382
Nelfinavir,Primaquine,APPROVED_DRUGBANK,0.382
Nelfinavir,Spirapril,APPROVED_DRUGBANK,0.382
Nelfinavir,Sulfapyridine,APPROVED_DRUGBANK,0.382
Nelfinavir,Thalidomide,APPROVED_DRUGBANK,0.382
Nelfinavir,YELLOW_OB,GRAS_IIG,0.382
Nicergoline,Candesartan,APPROVED_DRUGBANK,0.382
Ospemifene,Vitamin_A_palmitate,GRAS_IIG,0.382
Oxymetholone,Vitamin_A_acetate,GRAS_IIG,0.382
Pantoprazole,Vitamin_A_palmitate,GRAS_IIG,0.382
Paricalcitol,Glycocholic_acid,GRAS_IIG,0.382
Phylloquinone,Candesartan,APPROVED_DRUGBANK,0.382
Progabide,SODIUM_DESOXYCHOLATE,GRAS_IIG,0.382
Promethazine,Tannic_acid_(hydrolyzable_gallotannins),GRAS_IIG,0.382
Risperidone,Vitamin_A_palmitate,GRAS_IIG,0.382
Rolapitant,Candesartan,APPROVED_DRUGBANK,0.382
Romidepsin,Candesartan,APPROVED_DRUGBANK,0.382
Sodium lauryl sulfate,Vitamin_A_acetate,GRAS_IIG,0.382
Sulconazole,Mebendazole,APPROVED_DRUGBANK,0.382
Sulfinpyrazone,Candesartan,APPROVED_DRUGBANK,0.382
Technetium Tc-99m sodium pertechnetate,Azilsartan medoxomil,APPROVED_DRUGBANK,0.382
Tetrahydrofolic acid,Candesartan,APPROVED_DRUGBANK,0.382
Udenafil,Vitamin_A_palmitate,GRAS_IIG,0.382
Adenosine triphosphate,Vitamin_A_palmitate,GRAS_IIG,0.38
Alimemazine,Vitamin_A_palmitate,GRAS_IIG,0.38
Aluminium monostearate,Glycocholic_acid,GRAS_IIG,0.38
Ambenonium,SODIUM_DESOXYCHOLATE,GRAS_IIG,0.38
Arbekacin,Indomethacin,APPROVED_DRUGBANK,0.38
Arbutamine,Candesartan,APPROVED_DRUGBANK,0.38
Arsthinol,Glycocholic_acid,GRAS_IIG,0.38
Azithromycin,Vitamin_A_palmitate,GRAS_IIG,0.38
Bazedoxifene,Candesartan,APPROVED_DRUGBANK,0.38
Bexarotene,SODIUM_DESOXYCHOLATE,GRAS_IIG,0.38
Bisacodyl,Candesartan,APPROVED_DRUGBANK,0.38
Buprenorphine,Candesartan,APPROVED_DRUGBANK,0.38
Cannabidiol,Vitamin_A_acetate,GRAS_IIG,0.38
Carvedilol,Indomethacin,APPROVED_DRUGBANK,0.38
Cefixime,Vitamin_A_palmitate,GRAS_IIG,0.38
Chloropyramine,Taurocholic_acid,GRAS_IIG,0.38
Cholecalciferol,Glycocholic_acid,GRAS_IIG,0.38
Cholic Acid,Glycocholic_acid,GRAS_IIG,0.38
Cholic Acid,Vitamin_A_acetate,GRAS_IIG,0.38
Clomifene,Candesartan,APPROVED_DRUGBANK,0.38
Colestipol,Candesartan,APPROVED_DRUGBANK,0.38
Disulfiram,Azilsartan medoxomil,APPROVED_DRUGBANK,0.38
Doxazosin,Candesartan,APPROVED_DRUGBANK,0.38
Drospirenone,Candesartan,APPROVED_DRUGBANK,0.38
Ecamsule,Glycocholic_acid,GRAS_IIG,0.38
Ecamsule,SODIUM_DESOXYCHOLATE,GRAS_IIG,0.38
Edoxaban,Glycocholic_acid,GRAS_IIG,0.38
Ethopropazine,Tannic_acid_(hydrolyzable_gallotannins),GRAS_IIG,0.38
Etonogestrel,Vitamin_A_acetate,GRAS_IIG,0.38
Gadoteric acid,SODIUM_DESOXYCHOLATE,GRAS_IIG,0.38
Gentian Violet,Glycocholic_acid,GRAS_IIG,0.38
Hexafluronium,SODIUM_DESOXYCHOLATE,GRAS_IIG,0.38
Iopamidol,Vitamin_A_acetate,GRAS_IIG,0.38
Iophendylate,Azilsartan medoxomil,APPROVED_DRUGBANK,0.38
Itraconazole,Candesartan,APPROVED_DRUGBANK,0.38
Latamoxef,Indomethacin,APPROVED_DRUGBANK,0.38
Latanoprost,Candesartan,APPROVED_DRUGBANK,0.38
Lenvatinib,Candesartan,APPROVED_DRUGBANK,0.38
Magnesium hydroxide,Azilsartan medoxomil,APPROVED_DRUGBANK,0.38
Monopotassium phosphate,Azilsartan medoxomil,APPROVED_DRUGBANK,0.38
Nelfinavir,Ambrisentan,APPROVED_DRUGBANK,0.38
Nelfinavir,Bepridil,APPROVED_DRUGBANK,0.38
Nelfinavir,CYCLAMIC_ACID,GRAS_IIG,0.38
Nelfinavir,D&C_YELLOW_NO._11,GRAS_IIG,0.38
Nelfinavir,Gliquidone,APPROVED_DRUGBANK,0.38
Nelfinavir,Irbesartan,APPROVED_DRUGBANK,0.38
Nelfinavir,Melperone,APPROVED_DRUGBANK,0.38
Nelfinavir,Norepinephrine,APPROVED_DRUGBANK,0.38
Nelfinavir,SODIUM_CYCLAMATE,GRAS_IIG,0.38
Nicergoline,Vitamin_A_palmitate,GRAS_IIG,0.38
Niclosamide,SODIUM_DESOXYCHOLATE,GRAS_IIG,0.38
Oxiconazole,Vitamin_A_palmitate,GRAS_IIG,0.38
Pemetrexed,Candesartan,APPROVED_DRUGBANK,0.38
Potassium alum,Azilsartan medoxomil,APPROVED_DRUGBANK,0.38
Rilpivirine,Azilsartan medoxomil,APPROVED_DRUGBANK,0.38
Rimonabant,Azilsartan medoxomil,APPROVED_DRUGBANK,0.38
Ritonavir,Candesartan,APPROVED_DRUGBANK,0.38
Sevelamer,Glycocholic_acid,GRAS_IIG,0.38
Sibutramine,Azilsartan medoxomil,APPROVED_DRUGBANK,0.38
Sodium acetate,Azilsartan medoxomil,APPROVED_DRUGBANK,0.38
Sodium aurothiomalate,SODIUM_DESOXYCHOLATE,GRAS_IIG,0.38
Sodium sulfate,Azilsartan medoxomil,APPROVED_DRUGBANK,0.38
Sulindac,SODIUM_DESOXYCHOLATE,GRAS_IIG,0.38
Tolnaftate,SODIUM_DESOXYCHOLATE,GRAS_IIG,0.38
Vemurafenib,Vitamin_A_palmitate,GRAS_IIG,0.38
Vitamin A,Vitamin_A_acetate,GRAS_IIG,0.38
Zinc sulfate,Azilsartan medoxomil,APPROVED_DRUGBANK,0.38
Adinazolam,Vitamin_A_palmitate,GRAS_IIG,0.378
Aluminium monostearate,Vitamin_A_acetate,GRAS_IIG,0.378
Ammonium lactate,Vitamin_A_acetate,GRAS_IIG,0.378
Benidipine,Indomethacin,APPROVED_DRUGBANK,0.378
Bromhexine,Azilsartan medoxomil,APPROVED_DRUGBANK,0.378
Calcitriol,Azilsartan medoxomil,APPROVED_DRUGBANK,0.378
Calcium carbonate,Azilsartan medoxomil,APPROVED_DRUGBANK,0.378
Celecoxib,Azilsartan medoxomil,APPROVED_DRUGBANK,0.378
Clofedanol,Taurocholic_acid,GRAS_IIG,0.378
Cyclosporine,Candesartan,APPROVED_DRUGBANK,0.378
Deserpidine,Candesartan,APPROVED_DRUGBANK,0.378
Deserpidine,Indomethacin,APPROVED_DRUGBANK,0.378
Dimetindene,Glycocholic_acid,GRAS_IIG,0.378
Dipyridamole,Azilsartan medoxomil,APPROVED_DRUGBANK,0.378
Domperidone,Glycocholic_acid,GRAS_IIG,0.378
Droxidopa,Glycocholic_acid,GRAS_IIG,0.378
Efavirenz,Taurocholic_acid,GRAS_IIG,0.378
Etravirine,Vitamin_A_acetate,GRAS_IIG,0.378
Ezogabine,Vitamin_A_palmitate,GRAS_IIG,0.378
Ferric Citrate,Azilsartan medoxomil,APPROVED_DRUGBANK,0.378
Fluoxetine,Vitamin_A_palmitate,GRAS_IIG,0.378
Fluticasone furoate,Indomethacin,APPROVED_DRUGBANK,0.378
Hexoprenaline,SODIUM_DESOXYCHOLATE,GRAS_IIG,0.378
Levallorphan,Vitamin_A_acetate,GRAS_IIG,0.378
Levoleucovorin,Candesartan,APPROVED_DRUGBANK,0.378
Luliconazole,SODIUM_DESOXYCHOLATE,GRAS_IIG,0.378
Magnesium Trisilicate,Vitamin_A_acetate,GRAS_IIG,0.378
Metocurine,Candesartan,APPROVED_DRUGBANK,0.378
Mezlocillin,Vitamin_A_palmitate,GRAS_IIG,0.378
Nelfinavir,Cidofovir,APPROVED_DRUGBANK,0.378
Nelfinavir,Domperidone,APPROVED_DRUGBANK,0.378
Nelfinavir,Ethotoin,APPROVED_DRUGBANK,0.378
Nelfinavir,Hexylcaine,APPROVED_DRUGBANK,0.378
Nelfinavir,Metronidazole,APPROVED_DRUGBANK,0.378
Nelfinavir,Mirabegron,APPROVED_DRUGBANK,0.378
Nelfinavir,Nitrazepam,APPROVED_DRUGBANK,0.378
Nelfinavir,Perospirone,APPROVED_DRUGBANK,0.378
Nelfinavir,Phenmetrazine,APPROVED_DRUGBANK,0.378
Nelfinavir,Sulbactam,APPROVED_DRUGBANK,0.378
Norelgestromin,SODIUM_DESOXYCHOLATE,GRAS_IIG,0.378
Polidocanol,Vitamin_A_acetate,GRAS_IIG,0.378
Potassium Citrate,Azilsartan medoxomil,APPROVED_DRUGBANK,0.378
Progabide,Candesartan,APPROVED_DRUGBANK,0.378
Prussian blue,Azilsartan medoxomil,APPROVED_DRUGBANK,0.378
Selexipag,Candesartan,APPROVED_DRUGBANK,0.378
Sertaconazole,Metoprolol,APPROVED_DRUGBANK,0.378
Sodium Citrate,Azilsartan medoxomil,APPROVED_DRUGBANK,0.378
Sulconazole,Tenofovir alafenamide,APPROVED_DRUGBANK,0.378
Suramin,Vitamin_A_palmitate,GRAS_IIG,0.378
Tazarotene,Azilsartan medoxomil,APPROVED_DRUGBANK,0.378
Technetium Tc-99m tetrofosmin,Azilsartan medoxomil,APPROVED_DRUGBANK,0.378
Technetium Tc-99m tetrofosmin,Vitamin_A_acetate,GRAS_IIG,0.378
Tioconazole,Ciclesonide,APPROVED_DRUGBANK,0.378
Triclosan,SODIUM_DESOXYCHOLATE,GRAS_IIG,0.378
Trisodium citrate dihydrate,Azilsartan medoxomil,APPROVED_DRUGBANK,0.378
Troleandomycin,Vitamin_A_palmitate,GRAS_IIG,0.378
Viomycin,Candesartan,APPROVED_DRUGBANK,0.378
Xanthophyll,Glycocholic_acid,GRAS_IIG,0.378
Zafirlukast,Candesartan,APPROVED_DRUGBANK,0.378
Zolpidem,Azilsartan medoxomil,APPROVED_DRUGBANK,0.378
Zolpidem,Glycocholic_acid,GRAS_IIG,0.378
Zolpidem,Vitamin_A_acetate,GRAS_IIG,0.378
Abiraterone,SODIUM_DESOXYCHOLATE,GRAS_IIG,0.376
Acetrizoic acid,Azilsartan medoxomil,APPROVED_DRUGBANK,0.376
Amsacrine,Vitamin_A_palmitate,GRAS_IIG,0.376
Arbekacin,Candesartan,APPROVED_DRUGBANK,0.376
Atovaquone,Oxybuprocaine,APPROVED_DRUGBANK,0.376
Bisoxatin,Glycocholic_acid,GRAS_IIG,0.376
Carbamazepine,Azilsartan medoxomil,APPROVED_DRUGBANK,0.376
Carboprost Tromethamine,SODIUM_DESOXYCHOLATE,GRAS_IIG,0.376
Cefalotin,Candesartan,APPROVED_DRUGBANK,0.376
Chlortetracycline,Candesartan,APPROVED_DRUGBANK,0.376
Cilnidipine,Vitamin_A_palmitate,GRAS_IIG,0.376
Clevidipine,Vitamin_A_palmitate,GRAS_IIG,0.376
Cloxazolam,Glycocholic_acid,GRAS_IIG,0.376
